,mouse,date,str_name,pfc_name,Stimulus_related_firing_P_value_str,Movement_related_firing_P_value_str,Reward_related_firing_P_value_str,BG_firing_CC_with_PPD_str,BG_firing_CC_with_PPD_P_value_str,Response_magnitude_CC_with_PPD_str,Response_magnitude_CC_with_PPD_P_value_str,Stimulus_related_firing_P_value_pfc,Movement_related_firing_P_value_pfc,Reward_related_firing_P_value_pfc,BG_firing_CC_with_PPD_pfc,BG_firing_CC_with_PPD_P_value_pfc,Response_magnitude_CC_with_PPD_pfc,Response_magnitude_CC_with_PPD_P_value_pfc
108,AKED05,20210715,str_15,pfc_34,0.11047446931069282,0.0001414303578687517,3.0208813065027844e-15,-0.13697762807444896,0.004526642739302562,-0.21538018386147517,6.935462519664867e-06,0.01340427675340445,5.67080673660107e-18,0.8863489435789875,0.17395844003009814,0.00029923395029460704,0.3166173142799623,2.023406636983978e-11
109,AKED05,20210715,str_8,pfc_9,0.9692680842598164,5.777477876688878e-09,5.245519970270553e-05,-0.2203541424056522,4.182963729392689e-06,-0.18746850876276472,9.552663072655668e-05,0.9831481233174922,6.447068603892767e-07,0.96110478704693,-0.4898254688441057,3.278834719194696e-27,-0.47928544079508567,5.75254946680818e-26
110,AKED05,20210716,str_22,pfc_11,0.5169415985244601,0.06931042784093079,2.329780265748636e-09,0.02028823083849121,0.6571556554412997,-0.027062378218069776,0.553791347891177,0.10867187622986096,4.630640304084531e-15,0.0035355406104632782,-0.05376090986590991,0.23925448955084871,-0.30871587485224977,4.426075950811665e-12
111,AKED05,20210719,str_1,pfc_32,0.2986946286112412,5.066560468986151e-15,6.262735859830304e-11,-0.057045175348515303,0.2439597952030892,-0.08878425138438426,0.06944313522470352,0.8765078033429181,5.025120348432719e-07,0.0006318011844284157,-0.020928288903322628,0.6692639568904141,-0.03527257013571281,0.47147656172146024
112,AKED05,20210719,str_25,pfc_34,0.1805860455827153,9.30416624873725e-14,0.011494863181933697,-0.1163999460775457,0.01714249019275598,-0.14594900753119844,0.0027478020842778396,0.008994029488437255,6.830810446104179e-13,1.9476575279896635e-09,-0.055930075623156,0.2533150919790629,-0.11426771975770349,0.019300136514701395
113,AKED05,20210719,str_33,pfc_14,0.8437881608066269,0.04012629855810505,0.004099892789598289,0.06558945541224594,0.18024042948494023,0.12018621301646282,0.013826861108531572,0.22644095607986314,2.7084672197143943e-10,0.4355046443389333,0.013719826982884764,0.7794682521951845,0.04124970514275472,0.3996779879222996
114,AKED05,20210719,str_33,pfc_16,0.8437881608066269,0.04012629855810505,0.004099892789598289,0.06558945541224594,0.18024042948494023,0.12018621301646282,0.013826861108531572,1.0,0.004063166795473522,0.38159611367949875,0.06733088317062194,0.16892289402319904,0.05690324764130196,0.24513690453814696
115,AKED05,20210719,str_10,pfc_36,0.002015955963477869,0.01021754626202841,3.589269439170489e-14,0.07003383862789785,0.15242107376244995,0.07825135232812289,0.10972432598499715,0.4079316206790119,0.9586145094505513,1.3193168497454903e-05,-0.10347809319087348,0.03421715114196894,-0.056292881151337786,0.2502443456620175
116,AKED05,20210725,str_11,pfc_22,0.10905831930552334,4.4026692256594525e-08,1.4453101606262212e-09,-0.11662289297832704,0.033118302808319164,-0.19227174167463967,0.00040971206967002394,0.006255583771333645,4.573672693236715e-06,0.017451007750461073,-0.2464117525025497,5.191094007816414e-06,-0.32972986947595473,6.53153568761451e-10
117,AKED05,20210725,str_20,pfc_34,0.012661195441017183,4.844756650678847e-06,1.1285422355600214e-08,0.19017181656037765,0.00047507639139586353,0.23137405853928034,1.9481342021501953e-05,0.6872401006465532,0.7308471275044267,0.02138723847316614,0.23038726996133785,2.1183933838162004e-05,0.34539130920349326,8.618950604119612e-11
